"Path","Key","Value"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft OneDrive for Business 2016","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Win32.OneDrive"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft OneDrive for Business 2016","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Win32.OneDrive"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft OneNote 2016","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Win32.OneNote"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft OneNote 2016","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Win32.OneNote"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Outlook 2016","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Win32.Outlook"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Outlook 2016","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Win32.Outlook"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft PowerPoint 2016","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Win32.PowerPoint"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft PowerPoint 2016","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Win32.PowerPoint"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Project 2016","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Win32.Project"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Project 2016","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Win32.Project"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Publisher 2016","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Win32.Publisher"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Publisher 2016","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Win32.Publisher"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Visio 2016","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Win32.Visio"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Visio 2016","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Win32.Visio"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Word 2016","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Win32.Word"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Word 2016","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Win32.Word"
"Windows Components\Microsoft User Experience Virtualization\Applications\Common 2016 backup only","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016BackupWin32.Common"
"Windows Components\Microsoft User Experience Virtualization\Applications\Common 2016 backup only","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016BackupWin32.Common"
"Windows Components\Microsoft User Experience Virtualization\Applications\Access 2016 backup only","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016BackupWin32.Access"
"Windows Components\Microsoft User Experience Virtualization\Applications\Access 2016 backup only","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016BackupWin32.Access"
"Windows Components\Microsoft User Experience Virtualization\Applications\Excel 2016 backup only","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016BackupWin32.Excel"
"Windows Components\Microsoft User Experience Virtualization\Applications\Excel 2016 backup only","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016BackupWin32.Excel"
"Windows Components\Microsoft User Experience Virtualization\Applications\Lync 2016 backup only","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftLync2016BackupWin32"
"Windows Components\Microsoft User Experience Virtualization\Applications\Lync 2016 backup only","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftLync2016BackupWin32"
"Windows Components\Microsoft User Experience Virtualization\Applications\OneNote 2016 backup only","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016BackupWin32.OneNote"
"Windows Components\Microsoft User Experience Virtualization\Applications\OneNote 2016 backup only","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016BackupWin32.OneNote"
"Windows Components\Microsoft User Experience Virtualization\Applications\Outlook 2016 backup only","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016BackupWin32.Outlook"
"Windows Components\Microsoft User Experience Virtualization\Applications\Outlook 2016 backup only","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016BackupWin32.Outlook"
"Windows Components\Microsoft User Experience Virtualization\Applications\PowerPoint 2016 backup only","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016BackupWin32.PowerPoint"
"Windows Components\Microsoft User Experience Virtualization\Applications\PowerPoint 2016 backup only","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016BackupWin32.PowerPoint"
"Windows Components\Microsoft User Experience Virtualization\Applications\Project 2016 backup only","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016BackupWin32.Project"
"Windows Components\Microsoft User Experience Virtualization\Applications\Project 2016 backup only","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016BackupWin32.Project"
"Windows Components\Microsoft User Experience Virtualization\Applications\Publisher 2016 backup only","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016BackupWin32.Publisher"
"Windows Components\Microsoft User Experience Virtualization\Applications\Publisher 2016 backup only","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016BackupWin32.Publisher"
"Windows Components\Microsoft User Experience Virtualization\Applications\Visio 2016 backup only","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016BackupWin32.Visio"
"Windows Components\Microsoft User Experience Virtualization\Applications\Visio 2016 backup only","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016BackupWin32.Visio"
"Windows Components\Microsoft User Experience Virtualization\Applications\Word 2016 backup only","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016BackupWin32.Word"
"Windows Components\Microsoft User Experience Virtualization\Applications\Word 2016 backup only","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016BackupWin32.Word"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Common 2016","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Office365Win32.Common"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Common 2016","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Office365Win32.Common"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Access 2016","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Office365Win32.Access"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Access 2016","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Office365Win32.Access"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Excel 2016","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Office365Win32.Excel"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Excel 2016","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Office365Win32.Excel"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Lync 2016","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftLync2016Office365Win32"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Lync 2016","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftLync2016Office365Win32"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 OneNote 2016","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Office365Win32.OneNote"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 OneNote 2016","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Office365Win32.OneNote"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Outlook 2016","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Office365Win32.Outlook"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Outlook 2016","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Office365Win32.Outlook"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 PowerPoint 2016","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Office365Win32.PowerPoint"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 PowerPoint 2016","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Office365Win32.PowerPoint"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Project 2016","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Office365Win32.Project"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Project 2016","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Office365Win32.Project"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Publisher 2016","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Office365Win32.Publisher"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Publisher 2016","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Office365Win32.Publisher"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Visio 2016","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Office365Win32.Visio"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Visio 2016","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Office365Win32.Visio"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Word 2016","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Office365Win32.Word"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Word 2016","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2016Office365Win32.Word"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 2013 Common Settings","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Win32.Common"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 2013 Common Settings","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Win32.Common"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Access 2013","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Win32.Access"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Access 2013","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Win32.Access"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Excel 2013","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Win32.Excel"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Excel 2013","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Win32.Excel"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft InfoPath 2013","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Win32.InfoPath"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft InfoPath 2013","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Win32.InfoPath"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Lync 2013","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftLync2013Win32"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Lync 2013","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftLync2013Win32"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 2013 Upload Center","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Win32.UploadCenter"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 2013 Upload Center","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Win32.UploadCenter"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft OneDrive for Business 2013","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Win32.OneDrive"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft OneDrive for Business 2013","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Win32.OneDrive"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft OneNote 2013","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Win32.OneNote"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft OneNote 2013","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Win32.OneNote"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Outlook 2013","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Win32.Outlook"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Outlook 2013","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Win32.Outlook"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft PowerPoint 2013","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Win32.PowerPoint"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft PowerPoint 2013","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Win32.PowerPoint"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Project 2013","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Win32.Project"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Project 2013","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Win32.Project"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Publisher 2013","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Win32.Publisher"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Publisher 2013","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Win32.Publisher"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft SharePoint Designer 2013","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Win32.SharePointDesigner"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft SharePoint Designer 2013","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Win32.SharePointDesigner"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Visio 2013","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Win32.Visio"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Visio 2013","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Win32.Visio"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Word 2013","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Win32.Word"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Word 2013","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Win32.Word"
"Windows Components\Microsoft User Experience Virtualization\Applications\Common 2013 backup only","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013BackupWin32.Common"
"Windows Components\Microsoft User Experience Virtualization\Applications\Common 2013 backup only","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013BackupWin32.Common"
"Windows Components\Microsoft User Experience Virtualization\Applications\Access 2013 backup only","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013BackupWin32.Access"
"Windows Components\Microsoft User Experience Virtualization\Applications\Access 2013 backup only","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013BackupWin32.Access"
"Windows Components\Microsoft User Experience Virtualization\Applications\Excel 2013 backup only","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013BackupWin32.Excel"
"Windows Components\Microsoft User Experience Virtualization\Applications\Excel 2013 backup only","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013BackupWin32.Excel"
"Windows Components\Microsoft User Experience Virtualization\Applications\InfoPath 2013 backup only","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013BackupWin32.InfoPath"
"Windows Components\Microsoft User Experience Virtualization\Applications\InfoPath 2013 backup only","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013BackupWin32.InfoPath"
"Windows Components\Microsoft User Experience Virtualization\Applications\Lync 2013 backup only","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftLync2013BackupWin32"
"Windows Components\Microsoft User Experience Virtualization\Applications\Lync 2013 backup only","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftLync2013BackupWin32"
"Windows Components\Microsoft User Experience Virtualization\Applications\OneNote 2013 backup only","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013BackupWin32.OneNote"
"Windows Components\Microsoft User Experience Virtualization\Applications\OneNote 2013 backup only","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013BackupWin32.OneNote"
"Windows Components\Microsoft User Experience Virtualization\Applications\Outlook 2013 backup only","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013BackupWin32.Outlook"
"Windows Components\Microsoft User Experience Virtualization\Applications\Outlook 2013 backup only","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013BackupWin32.Outlook"
"Windows Components\Microsoft User Experience Virtualization\Applications\PowerPoint 2013 backup only","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013BackupWin32.PowerPoint"
"Windows Components\Microsoft User Experience Virtualization\Applications\PowerPoint 2013 backup only","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013BackupWin32.PowerPoint"
"Windows Components\Microsoft User Experience Virtualization\Applications\Project 2013 backup only","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013BackupWin32.Project"
"Windows Components\Microsoft User Experience Virtualization\Applications\Project 2013 backup only","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013BackupWin32.Project"
"Windows Components\Microsoft User Experience Virtualization\Applications\Publisher 2013 backup only","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013BackupWin32.Publisher"
"Windows Components\Microsoft User Experience Virtualization\Applications\Publisher 2013 backup only","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013BackupWin32.Publisher"
"Windows Components\Microsoft User Experience Virtualization\Applications\SharePoint Designer 2013 backup only","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013BackupWin32.SharePointDesigner"
"Windows Components\Microsoft User Experience Virtualization\Applications\SharePoint Designer 2013 backup only","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013BackupWin32.SharePointDesigner"
"Windows Components\Microsoft User Experience Virtualization\Applications\Visio 2013 backup only","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013BackupWin32.Visio"
"Windows Components\Microsoft User Experience Virtualization\Applications\Visio 2013 backup only","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013BackupWin32.Visio"
"Windows Components\Microsoft User Experience Virtualization\Applications\Word 2013 backup only","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013BackupWin32.Word"
"Windows Components\Microsoft User Experience Virtualization\Applications\Word 2013 backup only","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013BackupWin32.Word"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Common 2013","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Office365Win32.Common"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Common 2013","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Office365Win32.Common"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Access 2013","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Office365Win32.Access"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Access 2013","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Office365Win32.Access"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Excel 2013","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Office365Win32.Excel"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Excel 2013","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Office365Win32.Excel"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 InfoPath 2013","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Office365Win32.InfoPath"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 InfoPath 2013","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Office365Win32.InfoPath"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Lync 2013","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftLync2013Office365Win32"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Lync 2013","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftLync2013Office365Win32"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 OneNote 2013","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Office365Win32.OneNote"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 OneNote 2013","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Office365Win32.OneNote"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Outlook 2013","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Office365Win32.Outlook"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Outlook 2013","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Office365Win32.Outlook"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 PowerPoint 2013","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Office365Win32.PowerPoint"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 PowerPoint 2013","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Office365Win32.PowerPoint"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Project 2013","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Office365Win32.Project"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Project 2013","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Office365Win32.Project"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Publisher 2013","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Office365Win32.Publisher"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Publisher 2013","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Office365Win32.Publisher"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 SharePoint Designer 2013","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Office365Win32.SharePointDesigner"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 SharePoint Designer 2013","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Office365Win32.SharePointDesigner"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Visio 2013","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Office365Win32.Visio"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Visio 2013","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Office365Win32.Visio"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Word 2013","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Office365Win32.Word"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 365 Word 2013","HKCU\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2013Office365Win32.Word"
"Windows Components\Microsoft User Experience Virtualization\Applications\Microsoft Office 2010 Common Settings","HKLM\Software\Policies\Microsoft\UEV\Agent\Configuration\Applications","MicrosoftOffice2010Win32.Common"
